Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
alfred_marshall;Mahdmaut Maktazh;;;;;;;;;;;;;x
alfred_marshall_desc;Mahdmaut Maktazh was an instituionalist student of the role of technological development in economic growth: the role of research in accounting for gaps in traditional economic theory's explanation of the astounding growth that came with industrialisation.;;;;;;;;;;;;;x
augustin_cournot;Pruudum Sha-Trunguntwu;;;;;;;;;;;;;x
augustin_cournot_desc;Pruudum Sha-Trunguntwu was a theorist of economic epistemology: how the economic of information effects economic choices and behaviour.;;;;;;;;;;;;;x
jules_dupuit;Orumuu Vorid;;;;;;;;;;;;;x
jules_dupuit_desc;Orumuu Vorid was a theorist of land usage. Particularly, he connected theories of marginality to land usage, and suggested reasons for colonial expansions were a consequence of increasingly poor returns on occupying new land in a given land market.;;;;;;;;;;;;;x
knut_wicksell;Middanak Doshkva;;;;;;;;;;;;;x
knut_wicksell_desc;Middanak Doshkva was a theorist of the sociology of business enterprises and their role in shaping consumption patterns. He studied avaliability and substituion.;;;;;;;;;;;;;x
vilfredo_pareto;P‚azahpt Dazhpt;;;;;;;;;;;;;x
vilfredo_pareto_desc;P‚azahpt Dazhpt was a theorist of market cycles. He attempted to understand why crashes happened, and came to the conclusion that they were driven by excessive production.;;;;;;;;;;;;;x
irving_fischer;Nobamedes Zhakdi;;;;;;;;;;;;;x
irving_fischer_desc;Nobamedes Zhakdi was a theorist of market cycles. He attempted to understand why crashes happened, and came to the conclusion that they were driven by limits to the money supply.;;;;;;;;;;;;;x
joseph_schumpeter;Mraakunt Sha-Mong;;;;;;;;;;;;;x
joseph_schumpeter_desc;Mraakunt Sha-Mong was a theorist of historical technological growth. He suggested that thin markets were vulnerable to knowledge loss.;;;;;;;;;;;;;x
explosives_production_desc;The fourteenth century witnessed tremendous advances in the capacity for explosive distruction. An era that had started with little more advanced than simple black powder would, at the end of it, have seen the advent of both plastic explosives and nitroglycerin.;
ammunition_production_desc;The design and production of basic munitions saw much improvement over the course of the fourteenth century. Advances in weapons design -- from muzzle to breech loads to semi-automatics and machine guns -- naturally meant that the design and production of ammunition also had to follow suit.;
artillery_production_desc;The industrial revolution of the fourteenth century affected practically all areas of hominid endeavour, and the production of artillery was no exception. What had previously been a lengthy process of cast molding bronze cannons would -- in the hands of luminaries of the industry, such as the technicians of the Sha-Shoumid firm -- become an industrialized and exact sience.;
small_arms_production_desc;With the inventions of breech loaded rifles, mechanized rifle drilling, semi-automatics, and other technical improvements in weapons design, the industrial output of small arms was vastly increased during the fourteenth century.;
